132.227.113.195 amy - [11/12/2012:16:44:46 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:51 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:44:51 +0200] "graphicalToolMessage CHANGE_GRAPHICAL_ITEM_CONTENT Un couple homoparental peut se servir d'un enfant comme objet pour paraître comme un couple normal" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:44:51 +0200] "graphicalToolMessage ADD_GRAPHICAL_ITEM_COMMENT " 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:53 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:45:13 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:45:14 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:16 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:45:16 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:19 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:20 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:22 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:23 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:24 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:26 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:28 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:29 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:31 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:32 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:34 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:36 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:37 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:38 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:42 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:43 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:45 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:47 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:51 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:53 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:55 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:57 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:45:59 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:01 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:08 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:09 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:10 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:17 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:18 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:19 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:20 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:26 +0200] "graphicalToolMessage EDIT_BENDPOINT" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:28 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:29 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:31 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:32 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:46:43 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:47:04 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:47:20 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM l'egalité pour tout homme qui se respecte" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:47:24 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:47:26 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:47:42 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:47:44 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:47:45 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:47:46 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:47:48 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:47:50 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:47:54 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:47:55 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:47:56 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM Si un enfant voit qu'il a bien été élevé de part ses parents homo, il peut vouloir reproduire" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:47:57 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:47:59 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:47:59 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM voir des signes d'affection gay en famille peut changer l'identité sexuelle de l'enfant " 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:00 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:01 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:48:02 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:03 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:48:03 +0200] "graphicalToolMessage CHANGE_GRAPHICAL_ITEM_CONTENT l'egalité pour tout homme qui se respecte seulement" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:04 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:05 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:07 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:09 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:09 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:10 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:10 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:11 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:11 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:12 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:48:13 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:14 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:15 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:15 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:16 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:16 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:48:17 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:17 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:17 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:19 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:19 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:20 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:48:20 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:22 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:48:22 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:22 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:23 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:24 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:24 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:25 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:25 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:48:27 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM au contraire,les homo ont le droit pour un mariage religieu" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:27 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:28 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:48:29 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:29 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:30 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:48:31 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:31 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:32 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:32 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:48:32 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:33 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:33 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:48:35 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM entierement d'accord" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:48:36 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:48:36 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:36 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:38 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:48:40 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:41 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:48:41 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:42 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:43 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:46 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:47 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:50 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:48:51 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:51 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:48:54 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:54 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:48:55 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:48:57 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:48:59 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:49:01 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:49:02 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:49:10 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM 'se respectt' ça veut dire qoui?" 3 - "graphicalTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:49:29 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:49:31 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:49:33 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM c'est un débat qui doit avoire lieu entre personnes religieuses" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:49:33 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:49:35 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:49:35 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:49:41 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:49:43 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:49:43 +0200] "graphicalToolMessage DELETE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:49:49 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:49:50 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:49:52 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM On va mourir un jour c'est pas grave... Viva la homosexualidad!!!!" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:49:53 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:49:55 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:49:57 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:49:59 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:49:59 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:50:00 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:50:01 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:50:06 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:50:09 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:50:11 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:50:12 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:50:14 +0200] "graphicalToolMessage DELETE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:50:15 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM et dont on peut contribuer" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:50:16 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:50:19 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:50:19 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:50:20 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:50:21 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:50:23 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:50:23 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM education" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:50:25 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:50:28 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:50:29 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:50:31 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:50:33 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:50:43 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM Pas dans un débat de société" 3 - "graphicalTool" "GenericType"
